repo_a,repo_b,choice,multiplier,reasoning,agreement,weight,vote_summary,juror,parent
chainsafe/bls,hyperledger/besu,2,12.2,"Hyperledger Besu has 9.2% client market share and is one of only ~5 Ethereum execution clients, making it irreplaceable for network diversity and resilience, whereas chainsafe/bls is a niche JS library with 0 ecosystem dependents, low adoption (22k npm downloads/mo), and minimal recent activity (1 commit in 12 months). Besu's irreplaceability and adoption at a critical path far outweigh bls's limited uniqueness, justifying a 15x multiplier.",full,1.0,deepseek: B 15x | mistral-large: B 10x | llama70b: B 15x | kimi-k2.6: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
chainsafe/bls,nethermindeth/nethermind,2,14.8,"Nethermind is one of only ~5 Ethereum execution clients, with 19% market share, making it irreplaceable for network diversity and resilience; chainsafe/bls is a niche JS library for BLS signatures with only 22,738 npm downloads/month and 0 ecosystem dependents, and there are multiple alternative BLS implementations (e.g., blst, herumi). Nethermind's 2,218 recent commits and 242 contributors show active maintenance, while chainsafe/bls has 1 commit in 12 months and is stale. The jury ranks Nethermind #12 (BT +1.10), confirming its critical role. The 30x multiplier reflects the extreme gap between a core execution client (essential to Ethereum's operation) and a peripheral utility library with viable substitutes.",full,1.0,deepseek: B 30x | mistral-large: B 10x | kimi-k2.6: B 20x | llama70b: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
chainsafe/bls,sigp/lighthouse,2,21.0,"Lighthouse is a consensus client with 50.8% market share, 547 commits in 12 months, and a jury BT rank of #4 (+1.65), making it irreplaceable as one of only ~5 consensus clients securing Ethereum's proof-of-stake. chainsafe/bls has only 1 commit in 12 months, 106 stars, and 0 ecosystem dependents, serving as a niche JS library with viable alternatives (e.g., blst). Lighthouse wins by 30x due to extreme irreplaceability and adoption at Ethereum's critical path.",full,1.0,deepseek: B 30x | llama70b: B 20x | kimi-k2.6: B 30x | mistral-large: B 15x | nemotron-v1: B 15x,LLM_ensemble_v7,ethereum
chainsafe/bls,consensys/teku,2,10.3,"Teku is one of only 5 consensus clients securing Ethereum's proof-of-stake, with 10.2% market share and 677 commits in 12 months, making it irreplaceable for network security; chainsafe/bls is a niche JS library with only 22,738 npm downloads/month, 1 commit in 12 months, and zero ecosystem dependents, and BLS signature libraries have multiple alternatives (blst, herumi/bls). The jury BT score (+0.31 for Teku vs unranked for chainsafe/bls) confirms Teku's higher importance, and the 8x multiplier reflects the gap between a core consensus client and a peripheral utility library.",full,1.0,deepseek: B 8x | mistral-large: B 8x | kimi-k2.6: B 15x | llama70b: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
chainsafe/bls,argotorg/solidity,2,21.0,"Solidity is the dominant smart contract language for Ethereum, with 25,584 stars, 820 contributors, 576 commits in 12 months, and 6,667 Stack Overflow questions, making it irreplaceable as the primary EVM compiler with no viable alternative for most developers. In contrast, chainsafe/bls has only 106 stars, 19 contributors, 1 commit in 12 months, 22,738 npm downloads/month, and 0 contest repo dependents, serving as a niche BLS library with multiple alternatives (e.g., blst, herumi/bls). Solidity's irreplaceability and adoption at critical paths vastly outweigh bls's low uniqueness and leverage, justifying a 30x multiplier based on the jury's calibration where core compilers beat peripheral tools by 20-50x.",full,1.0,deepseek: B 30x | llama70b: B 20x | mistral-large: B 15x | kimi-k2.6: B 30x | nemotron-v1: B 15x,LLM_ensemble_v7,ethereum
chainsafe/bls,vyperlang/vyper,2,21.4,"Vyper has high irreplaceability as it is a unique compiler for the Ethereum Virtual Machine, whereas the BLS library has alternatives for signature aggregation. Vyper's leverage is also higher with 1 contest repo depending on it, compared to 0 for the BLS library. Additionally, Vyper's adoption is significantly higher with 175,179 monthly PyPI downloads, compared to 22,738 monthly npm downloads for the BLS library. Therefore, Vyper's technical importance to Ethereum's success outweighs the BLS library's, justifying a 20x multiplier due to its high uniqueness and irreplaceability.",full,1.0,llama70b: B 20x | deepseek: B 30x | kimi-k2.6: B 50x | mistral-large: B 10x | nemotron-v1: B 15x,LLM_ensemble_v7,ethereum
chainsafe/bls,nomicfoundation/hardhat,2,8.5,"Hardhat has 10 contest repos depending on it (high leverage), 1.4M npm downloads/month (massive adoption), and is a core development environment used by most Ethereum smart contract developers, while chainsafe/bls has 0 dependents, only 22k npm downloads/month, and is a niche BLS library with viable alternatives (e.g., blst, noble-bls). Hardhat's irreplaceability is medium (alternatives exist like Foundry, Truffle) but its ecosystem leverage and adoption far outweigh chainsafe/bls's low uniqueness and minimal impact, justifying a 5x multiplier.",full,1.0,deepseek: B 5x | kimi-k2.6: B 8x | mistral-large: B 10x | llama70b: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
chainsafe/bls,foundry-rs/foundry,1,9.3,"Repository 1 (chainsafe/bls) has high irreplaceability due to its critical BLS cryptographic primitives, which underpin Ethereum's staking and validator ecosystem, whereas Repository 2 (foundry-rs/foundry) is a development toolkit with lower irreplaceability, therefore chainsafe/bls wins by 10x because irreplaceability is the top priority factor.",majority,0.6,llama70b: A 10x | kimi-k2.6: B 15x | mistral-large: A 10x | deepseek: B 15x | nemotron-v1: A 8x,LLM_ensemble_v7,ethereum
chainsafe/bls,openzeppelin/openzeppelin-contracts,2,11.6,"OpenZeppelin Contracts has 7 contest repo dependents vs chainsafe/bls has 0, massive adoption with 2.7M npm downloads/mo vs 22.7K, and 27K stars vs 106, making it far more leveraged and adopted across Ethereum's smart contract ecosystem; chainsafe/bls is a niche BLS library with low activity (1 commit in 12 months) and no critical dependency, while OpenZeppelin is a core library whose absence would break countless production contracts and 7 contest repos, giving it decisive wins in irreplaceability, leverage, and adoption.",strong,0.85,deepseek: B 10x | llama70b: B 15x | mistral-large: A 5x | kimi-k2.6: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
chainsafe/bls,ethereum/eips,2,19.3,"Ethereum EIPs is the canonical specification repository for all Ethereum upgrades, making it irreplaceable — without it, the entire upgrade process and standardization would break. It has 13,800 stars, 1,015 contributors, 1,118 recent commits, and a jury BT score of +1.44 (ranked #8 of 58). In contrast, chainsafe/bls is a niche BLS library with only 106 stars, 19 contributors, 1 commit in 12 months, 22,738 npm downloads/month, and 0 contest repo dependents. While BLS signatures are important, there are multiple alternative implementations (e.g., blst, herumi/bls), so chainsafe/bls has low irreplaceability and uniqueness. The 30x multiplier reflects the extreme gap between a core Ethereum governance repo and a peripheral library with many substitutes.",full,1.0,deepseek: B 30x | mistral-large: B 10x | kimi-k2.6: B 30x | nemotron-v1: B 15x | llama70b: B 20x,LLM_ensemble_v7,ethereum
chainsafe/bls,succinctlabs/sp1,2,8.6,"SP1 has 1 contest repo depending on it vs ChainSafe/bls has 0 contest repos depending on it, therefore SP1 wins by 10x because ecosystem leverage. While bls is a BLS cryptographic primitive with some relevance to Ethereum staking, it is a standalone library with zero ecosystem dependencies in the contest set and only 22,738 npm downloads/month. SP1, despite being a newer general-purpose zkVM rather than Ethereum-specific infrastructure, has 1 contest repo dependent, 110 contributors, 1,032 commits in 12 months, and 188,595 Cargo downloads/month—indicating active adoption in the ZK/Rollup ecosystem that Ethereum increasingly depends on. The 10x reflects a clear tier gap: SP1 has measurable ecosystem leverage while bls has none, though neither rises to core infrastructure criticality given bls's standalone status and SP1's single dependent.",majority,0.6,kimi-k2.6: B 10x | llama70b: A 10x | deepseek: B 8x | mistral-large: A 5x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
chainsafe/bls,supranational/blst,2,14.3,"supranational/blst is far more critical to Ethereum: it has 8 contest repo dependents vs 0 for chainsafe/bls, making it a core dependency for the staking/validator ecosystem; it has 62 commits in 12 months vs 1, showing active maintenance; it has 3.99M Cargo downloads/mo vs 22.7K npm/mo, indicating vastly higher adoption in production infrastructure; and it is a high-performance C/assembly library that is irreplaceable for BLS operations in consensus clients, while chainsafe/bls is a JavaScript wrapper with viable alternatives. The 15x multiplier reflects blst's clear dominance in irreplaceability, ecosystem leverage, and adoption at critical paths.",full,1.0,deepseek: B 15x | mistral-large: B 15x | kimi-k2.6: B 15x | llama70b: B 15x | nemotron-v1: B 12x,LLM_ensemble_v7,ethereum
chainsafe/bls,risc0/risc0-ethereum,1,7.4,"Repo 1 (chainsafe/bls) is a BLS cryptographic library tailored for Eth2, a CRITICAL cryptographic primitive underpinning Ethereum's staking and validator ecosystem (irreplaceability: HIGH). Repo 2 (risc0/risc0-ethereum) is a ZK verifiable computing platform with Ethereum integration, but it is one of MANY ZK solutions (uniqueness: LOW) and has no ecosystem dependencies (leverage: ZERO). While Repo 2 has more stars (219 vs 106), commits (126 vs 1), and a higher jury BT rank (+1.14), Repo 1's irreplaceability in Ethereum's consensus layer (BLS signatures are mandatory for validators) outweighs Repo 2's broader but non-critical adoption. The multiplier of 10x reflects the gap between a core cryptographic primitive and a standalone ZK tool with no dependents.",majority,0.6,deepseek: B 3x | kimi-k2.6: B 5x | mistral-large: A 10x | llama70b: A 5x | nemotron-v1: A 8x,LLM_ensemble_v7,ethereum
chainsafe/bls,ethereum/consensus-specs,2,19.5,"ethereum/consensus-specs is the canonical specification for Ethereum's proof-of-stake consensus layer, defining the protocol that all consensus clients (Prysm, Lighthouse, Teku, Nimbus, Lodestar) implement — without it, the entire PoS system would lack a unified reference, making it irreplaceable. In contrast, chainsafe/bls is a JavaScript BLS library with only 22,738 npm downloads/month, 106 stars, and 0 contest repo dependents, and there are multiple alternative BLS implementations (e.g., blst, herumi/bls). The consensus-specs has 3,909 stars, 221 contributors, 635 commits in 12 months, and a jury BT rank of #3 (score +1.73), indicating extreme ecosystem leverage and adoption at the critical path of Ethereum's consensus. The multiplier of 30x reflects the gap between a foundational, irreplaceable specification and a niche, replaceable library.",full,1.0,deepseek: B 30x | kimi-k2.6: B 30x | nemotron-v1: B 8x | llama70b: B 20x,LLM_ensemble_v7,ethereum
chainsafe/bls,ethereum/execution-apis,2,19.3,"Repo 1 (chainsafe/bls) has 0 contest repos depending on it and 22,738 npm downloads/mo vs Repo 2 (ethereum/execution-apis) has 1 contest repo depending on it and is the canonical specification for Ethereum's execution layer APIs. While both are important, execution-apis defines the standard interface that all execution clients implement, making it irreplaceable for Ethereum's core infrastructure. The bls library, while useful for BLS signatures in Eth2, is a standalone utility with no ecosystem dependents in the contest data and has viable alternatives in the BLS library space. The execution-apis repository underpins the entire execution client ecosystem's communication standard, giving it far greater irreplaceability and ecosystem leverage despite lower npm download numbers. This is a clear case of technical importance over popularity, warranting a 30x multiplier.",full,1.0,kimi-k2.6: B 30x | deepseek: B 30x | llama70b: B 20x | mistral-large: B 10x | nemotron-v1: B 15x,LLM_ensemble_v7,ethereum
chainsafe/bls,ethers-io/ethers.js,2,10.8,"ethers-io/ethers.js has 16 contest repos depending on it (high leverage), 10.6M npm downloads/mo (massive adoption at critical paths), and 8,650 stars, while chainsafe/bls has 0 dependents, only 22.7K npm downloads/mo, and 106 stars. Although BLS is important for staking, chainsafe/bls is a JavaScript library with a WASM fallback and is not irreplaceable (alternatives like blst exist). ethers.js is a core library for Ethereum dApp development with no single substitute of equal breadth, giving it higher irreplaceability and uniqueness. The multiplier is 5x because ethers.js clearly outranks chainsafe/bls in leverage and adoption, but chainsafe/bls still serves a niche cryptographic need.",strong,0.85,deepseek: B 5x | llama70b: B 15x | mistral-large: A 10x | nemotron-v1: B 12x | kimi-k2.6: B 15x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,ethereum/go-ethereum,2,15.2,"go-ethereum has 45.4% client market share vs Lodestar's 2.5%, is depended on by 8 contest repos vs Lodestar's 0, has 50,903 stars vs 1,403, and is the dominant execution client with only 4-5 alternatives, making it far more irreplaceable and leveraged; Lodestar is a minority consensus client (2.5%) with no ecosystem dependencies, so go-ethereum wins decisively by 20x.",full,1.0,deepseek: B 20x | mistral-large: B 15x | kimi-k2.6: B 15x | llama70b: B 15x | nemotron-v1: B 12x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,hyperledger/besu,2,4.6,"Repo 2 (hyperledger/besu) has a client market share of 9.2% vs Repo 1 (chainsafe/lodestar) with 2.5%, therefore Besu wins by 5x because adoption at critical paths (execution client market share) is significantly higher and irreplaceability is comparable (both are standalone clients with alternatives, but Besu's higher adoption makes it more critical to Ethereum's infrastructure).",full,1.0,mistral-large: B 5x | deepseek: B 3x | kimi-k2.6: B 5x | llama70b: B 4x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,nethermindeth/nethermind,2,7.7,"Nethermind has 19.0% execution client market share vs Lodestar's 2.5% consensus client share, and Nethermind is one of only 5 major execution clients (Geth, Nethermind, Besu, Erigon, Reth) making it moderately irreplaceable, while Lodestar is one of 6+ consensus clients (Prysm, Lighthouse, Teku, Nimbus, Grandine, Lodestar) with lower adoption; Nethermind's higher BT score (+1.10 vs -0.30) confirms its greater ecosystem importance, and the 7.5x multiplier reflects the clear but not extreme gap between a top-3 execution client and a lower-tier consensus client.",full,1.0,deepseek: B 8x | kimi-k2.6: B 8x | llama70b: B 8x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,sigp/lighthouse,2,15.7,"Lighthouse has 50.8% client market share vs Lodestar's 2.5%, making it far more irreplaceable for Ethereum's consensus layer; Lighthouse is the dominant client with 3,407 stars and 238 contributors, while Lodestar has 1,403 stars and 148 contributors; both have 0 ecosystem dependents, but Lighthouse's adoption at critical path (50.8% of validators) gives it extreme leverage over Ethereum's security, whereas Lodestar's niche TypeScript implementation is a viable but minor alternative; the 20x multiplier reflects Lighthouse being a top-4 jury-ranked repo (BT +1.65) vs Lodestar at #36 (BT -0.30), consistent with the jury's pattern of giving 10-30x for core consensus clients over smaller alternatives.",full,1.0,deepseek: B 20x | kimi-k2.6: B 20x | mistral-large: B 15x | llama70b: B 10x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,consensys/teku,2,3.6,"Teku has 10.2% client market share vs Lodestar's 2.5%, making Teku more irreplaceable in Ethereum's consensus layer; Teku also ranks higher in jury BT score (+0.31 vs -0.30, #22 vs #36), and both have 0 ecosystem dependents, so adoption at critical paths is the decisive factor, giving Teku a 4x advantage.",full,1.0,deepseek: B 4x | mistral-large: B 4x | kimi-k2.6: B 4x | llama70b: B 2x | nemotron-v1: B 4x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,argotorg/solidity,2,9.9,"Solidity has 25,584 stars and 820 contributors vs Lodestar's 1,403 stars and 148 contributors, but the decisive factor is uniqueness: Solidity is the dominant EVM compiler with no true alternative (Vyper is the only other, with minimal share), while Lodestar is one of 5 consensus clients with only 2.5% market share. Solidity's irreplaceability as the primary smart contract language for all Ethereum development, combined with its #5 jury BT rank (+1.57) vs Lodestar's #36 (-0.30), makeservaluates to a 10x gap — core compiler vs niche consensus client.",full,1.0,kimi-k2.6: B 10x | deepseek: B 8x | llama70b: B 15x | mistral-large: B 10x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,vyperlang/vyper,2,11.0,"Vyper is the only alternative EVM smart contract compiler to Solidity, making it irreplaceable for Ethereum's security and diversity (uniqueness: maximum). It has 175,179 PyPI downloads/month and 5,172 stars, with 1 contest repo depending on it. Lodestar is a consensus client with only 2.5% market share and 14,245 npm downloads/month, and there are 4+ other consensus clients (Prysm, Lighthouse, Teku, Nimbus), making it more replaceable. Vyper's irreplaceability and uniqueness outweigh Lodestar's adoption, leading to an 8x multiplier, consistent with the jury's ranking of Vyper #1 and Lodestar #36.",strong,0.85,deepseek: B 8x | kimi-k2.6: A 5x | llama70b: B 15x | mistral-large: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,nomicfoundation/hardhat,2,6.2,"Hardhat has 10 contest repos depending on it (high ecosystem leverage) vs Lodestar's 0, and 1.4M npm downloads/mo vs Lodestar's 14K (massive adoption gap). While Lodestar is a consensus client with 2.5% market share (irreplaceable as one of few clients), Hardhat's role as a core development framework used by 10 other critical repos gives it higher leverage and adoption at critical paths. The jury BT scores confirm this: Hardhat at +1.24 (rank #9) vs Lodestar at -0.30 (rank #36), indicating Hardhat is clearly more important to Ethereum's success by approximately 5x.",strong,0.85,deepseek: B 5x | kimi-k2.6: B 5x | mistral-large: B 8x | nemotron-v1: A 8x | llama70b: B 8x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,foundry-rs/foundry,1,1.5,"Repo 1 (chainsafe/lodestar) is a consensus client with 2.5% market share, making it irreplaceable to Ethereum's critical infrastructure (consensus layer), while Repo 2 (foundry-rs/foundry) is a developer toolkit with no ecosystem dependencies and multiple alternatives (Hardhat, Truffle, etc.). Lodestar's irreplaceability (HIGH for consensus clients) and adoption at critical paths (2.5% market share) outweigh Foundry's popularity (10k stars, 3.2k Stack Overflow questions) by 7.5x, as consensus clients are foundational to Ethereum's operation, whereas Foundry is a convenience tool with substitutes.",weak,0.3,deepseek: B 5x | mistral-large: A 8x | kimi-k2.6: B 5x | nemotron-v1: A 8x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,openzeppelin/openzeppelin-contracts,2,8.6,"OpenZeppelin Contracts has 7 contest repo dependents vs Lodestar's 0, giving it far higher ecosystem leverage. While Lodestar is one of only 5 consensus clients (2.5% market share, irreplaceable for diversity), OpenZeppelin is the de facto standard for secure smart contract development with 2.7M monthly npm downloads vs Lodestar's 14K. OpenZeppelin's adoption at critical paths (used by virtually all major DeFi protocols) and its unique position as the most trusted security-audited library outweigh Lodestar's consensus client role, especially since Lodestar has viable alternatives (Prysm, Lighthouse, Teku, Nimbus). The 5x multiplier reflects OpenZeppelin's clear but not extreme advantage, consistent with jury's 5x for solidity vs hardhat.",full,1.0,deepseek: B 5x | mistral-large: B 8x | kimi-k2.6: B 10x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,ethereum/eips,2,10.0,"EIPs has irreplaceability as the canonical specification process for all Ethereum upgrades (13,800 stars, 1,015 contributors, 1,118 commits/12mo) with 1 contest repo depending on it and a jury BT rank of #8 (+1.44), while Lodestar is a consensus client with only 2.5% market share, 0 ecosystem dependents, and a jury BT rank of #36 (-0.30); EIPs wins by 10x because its role as the formal standard for protocol changes is more fundamental to Ethereum's evolution than a minority-share client implementation.",majority,0.6,deepseek: B 10x | kimi-k2.6: B 10x | mistral-large: B 10x | llama70b: A 5x | nemotron-v1: A 8x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,succinctlabs/sp1,1,6.0,"Lodestar is one of only 5 consensus clients securing Ethereum's proof-of-stake network, with 2.5% market share making it irreplaceable for client diversity — if it disappeared, Ethereum's consensus layer would lose a critical implementation, reducing resilience. SP1, while a powerful zkVM with high Cargo downloads (188,595/mo), has only 1 contest repo depending on it and is a general-purpose tool not specific to Ethereum's core infrastructure; its absence would not break Ethereum. Lodestar's irreplaceability as a core consensus client outweighs SP1's higher adoption in the ZK ecosystem, and the 5x multiplier reflects that a consensus client is far more critical to Ethereum's operation than a ZK proving tool with viable alternatives.",full,1.0,deepseek: A 5x | mistral-large: A 5x | kimi-k2.6: A 5x | nemotron-v1: A 8x | llama70b: A 8x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,supranational/blst,2,9.9,"blst is far more irreplaceable: it is the core BLS12-381 cryptographic library underpinning Ethereum's staking and validator ecosystem, with 8 contest repos depending on it (high leverage), massive Cargo adoption (3.99M downloads/mo), and no viable substitute for its performance/security profile. Lodestar, while a consensus client with 2.5% market share, has 0 ecosystem dependents and is one of 5+ consensus clients (low uniqueness), making it replaceable. blst's technical criticality to Ethereum's consensus layer outweighs Lodestar's standalone client role, justifying an 8x multiplier.",full,1.0,deepseek: B 8x | mistral-large: B 10x | kimi-k2.6: B 10x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,risc0/risc0-ethereum,1,6.8,"Lodestar has 2.5% consensus client market share, 1,403 stars, and 14,245 npm downloads/month, making it one of only ~5 consensus clients that Ethereum relies on for network security and liveness, giving it high irreplaceability despite 0 ecosystem dependents. Risc0-Ethereum is a ZK verifier integration with 219 stars and 0 dependents, which is valuable but has many alternatives (e.g., Succinct, Axiom, zkSync) and lower current adoption. Lodestar wins by 5x because its role as a production consensus client is more critical to Ethereum's core infrastructure than a ZK tool with multiple substitutes.",majority,0.6,deepseek: A 5x | mistral-large: B 8x | kimi-k2.6: B 5x | llama70b: A 8x | nemotron-v1: A 8x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,ethereum/consensus-specs,2,9.1,"ethereum/consensus-specs is the canonical specification for Ethereum's proof-of-stake consensus, making it irreplaceable — without it, all consensus clients (including Lodestar) would have no authoritative reference to implement against. Lodestar, while a valid client with 2.5% market share, is one of several consensus clients (Prysm, Lighthouse, Teku, Nimbus) and thus replaceable. The specs have higher stars (3,909 vs 1,403), more forks (1,233 vs 438), and a much higher jury BT rank (#3 vs #36), reflecting its foundational role. Although both have 0 ecosystem dependents among contest repos, the specs' uniqueness as the single source of truth for consensus rules gives it extreme irreplaceability, justifying an 8x multiplier.",full,1.0,deepseek: B 8x | mistral-large: B 10x | kimi-k2.6: B 10x | nemotron-v1: B 8x | llama70b: B 10x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,ethereum/execution-apis,2,8.0,"ethereum/execution-apis defines the canonical JSON-RPC interface that all execution clients must implement, making it irreplaceable for Ethereum's interoperability and downstream tooling; it has 1 contest repo depending on it and a Jury BT rank of #13 (+1.07) vs Lodestar's #36 (-0.30). Lodestar, while a consensus client with 2.5% market share, is one of several alternatives (Prysm, Lighthouse, Teku, Nimbus) and has 0 ecosystem dependents, reducing its irreplaceability. The execution-apis spec is a unique, single-source standard with no substitute, whereas Lodestar's role can be filled by other clients. Thus, execution-apis wins by 5x based on higher irreplaceability and ecosystem leverage.",strong,0.85,deepseek: B 5x | kimi-k2.6: B 10x | mistral-large: B 10x | llama70b: A 8x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
chainsafe/lodestar,ethers-io/ethers.js,2,6.2,"ethers-io/ethers.js has 16 contest repos depending on it (high ecosystem leverage) and 10.6M npm downloads/month (massive adoption at critical paths), while chainsafe/lodestar has 0 dependents and only 14k npm downloads despite being a consensus client with 2.5% market share. Although Lodestar is irreplaceable as one of only ~5 consensus clients, ethers.js's leverage and adoption outweigh this: 16 core repos would need to migrate if ethers.js disappeared, whereas Lodestar's 2.5% share could be absorbed by other clients. The 5x multiplier reflects ethers.js's clear advantage in leverage and adoption, consistent with jury's 5x for wevm/viem over ethers.js.",full,1.0,deepseek: B 5x | mistral-large: B 8x | kimi-k2.6: B 5x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
commit-boost/commit-boost-client,ethereum/go-ethereum,2,24.1,"go-ethereum has 45.4% client market share and 8 contest repo dependents, making it irreplaceable as the dominant execution client — Ethereum would severely degrade without it. Commit-Boost has 0 dependents, no market share data, and is a new sidecar with alternatives, scoring low on all factors. The 30x multiplier reflects the extreme gap between a core execution client and a peripheral validator tool, consistent with jury patterns (e.g., execution-apis beating rsp by 30x).",full,1.0,deepseek: B 30x | kimi-k2.6: B 30x | mistral-large: B 30x | nemotron-v1: B 15x | llama70b: B 20x,LLM_ensemble_v7,ethereum
commit-boost/commit-boost-client,hyperledger/besu,2,13.6,"Repo 2 (hyperledger/besu) has 9.2% client market share (critical adoption at infrastructure level) vs Repo 1 (commit-boost/commit-boost-client) which is a standalone sidecar with 0 ecosystem dependencies and no proven adoption in Ethereum's critical path. Besu is an execution client with multiple production deployments, while Commit-Boost is a niche validator tool with no irreplaceability or leverage. Therefore, Besu wins by 15x due to irreplaceability and adoption at critical paths.",full,1.0,mistral-large: B 15x | deepseek: B 10x | kimi-k2.6: B 15x | llama70b: B 15x,LLM_ensemble_v7,ethereum
commit-boost/commit-boost-client,nethermindeth/nethermind,2,13.8,"Nethermind is an Ethereum execution client with 19% market share, making it one of only ~5 execution clients globally — its disappearance would severely degrade Ethereum's client diversity and network resilience. Commit-Boost is a new validator sidecar with 0 ecosystem dependents and no proven adoption at critical paths. Nethermind wins decisively on irreplaceability (40% factor) and adoption (20% factor), with a clear gap in criticality justifying a 15x multiplier.",full,1.0,deepseek: B 15x | mistral-large: B 15x | kimi-k2.6: B 20x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
commit-boost/commit-boost-client,sigp/lighthouse,2,18.9,"Lighthouse has 50.8% client market share and is one of only ~5 consensus clients securing Ethereum, making it irreplaceable for network operation, while Commit-Boost is a new sidecar with 0 dependents and no proven adoption. Lighthouse's 238 contributors and 547 commits in 12 months show sustained critical development, versus Commit-Boost's 29 contributors and 86 commits. The 20x multiplier reflects the extreme gap between a core consensus client that Ethereum cannot function without and a peripheral validator tool with no ecosystem leverage.",full,1.0,deepseek: B 20x | mistral-large: B 20x | kimi-k2.6: B 20x | nemotron-v1: B 15x | llama70b: B 20x,LLM_ensemble_v7,ethereum
commit-boost/commit-boost-client,consensys/teku,2,13.8,"Teku is one of only 5 consensus clients that secure Ethereum's proof-of-stake network with 10.2% market share, making it irreplaceable for network security and finality. Commit-Boost is a new validator sidecar with 0 dependents and no proven adoption in critical infrastructure. Teku's 677 commits in 12 months and 121 contributors demonstrate sustained core development, while Commit-Boost has only 86 commits and 29 contributors. The 30x multiplier reflects the extreme gap between a core consensus client that Ethereum cannot function without and a peripheral tool with no ecosystem leverage.",full,1.0,deepseek: B 30x | mistral-large: B 10x | nemotron-v1: B 8x | kimi-k2.6: B 15x,LLM_ensemble_v7,ethereum
commit-boost/commit-boost-client,argotorg/solidity,2,23.0,"Solidity is the dominant smart contract language for Ethereum, with 25,584 stars, 6,100 forks, 820 contributors, and 6,667 Stack Overflow questions, making it irreplaceable as the primary EVM compiler with no viable alternative for most developers. Commit-Boost is a new validator sidecar with only 133 stars and 0 ecosystem dependents, lacking proven adoption or criticality. Solidity's uniqueness and adoption at the core of Ethereum development far outweigh Commit-Boost's potential, justifying a 30x multiplier based on the jury's precedent of ranking compilers above niche tools.",full,1.0,deepseek: B 30x | mistral-large: B 30x | kimi-k2.6: B 30x | nemotron-v1: B 12x | llama70b: B 20x,LLM_ensemble_v7,ethereum
commit-boost/commit-boost-client,vyperlang/vyper,2,20.5,"Vyper is the ONLY alternative EVM smart contract compiler to Solidity, making it irreplaceable for Ethereum's security and diversity — without it, Ethereum would lose all language-level diversity for contract development. Commit-Boost is a new validator sidecar with 0 ecosystem dependents and no proven criticality, while Vyper has 5,172 stars, 248 contributors, 175k monthly PyPI downloads, and is ranked #1 of 58 jury-evaluated repos (BT score +2.39). Vyper's uniqueness (no substitute) and adoption at critical path (used in production contracts) vastly outweigh Commit-Boost's experimental status, justifying a 30x multiplier based on the jury's precedent of ranking unique compilers above peripheral tools.",full,1.0,deepseek: B 30x | mistral-large: B 20x | kimi-k2.6: B 20x | nemotron-v1: B 15x | llama70b: B 20x,LLM_ensemble_v7,ethereum
commit-boost/commit-boost-client,nomicfoundation/hardhat,2,11.2,"Hardhat has 10 contest repos depending on it (high ecosystem leverage), 1.4M npm downloads/month (massive adoption at critical path), and is a core development environment for Ethereum smart contract testing and deployment, making it highly irreplaceable for developers. Commit-Boost is a new validator sidecar with 0 dependents, low adoption (133 stars), and no proven criticality yet, so Hardhat wins decisively by 10x due to leverage and adoption.",full,1.0,deepseek: B 10x | kimi-k2.6: B 15x | mistral-large: B 10x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
